Title,Link,Published Date,Excerpt,Image URL
Poland threat­ens to keep Ukrain­ian grain ban af­ter em­bar­go date ex­pires,/news/2023/9/12/poland-to-keep-ukrainian-grain-ban-after-embargo-date-expires,12 Sep 2023,Prime Min­is­ter Ma­teusz Moraw­iec­ki said he has re­quest­ed that the Eu­ro­pean Com­mis­sion ex­tend the ban.,/wp-content/uploads/2023/09/2023-08-12T092039Z_123966666_RC2VL2ACIRL7_RTRMADP_3_POLAND-AGRICULTURE-1694527594.jpg?resize=270%2C180&quality=80
Cas­es against Don­ald Trump show ‘rot­ten­ness’ of US po­lit­i­cal sys­tem: Putin,/news/2023/9/12/case-against-donald-trump-shows-rottenness-of-us-political-system-putin,12 Sep 2023,"Trump, the fron­trun­ner Re­pub­li­can can­di­date for the 2024 pres­i­den­tial elec­tions, is fac­ing a se­ries of crim­i­nal cas­es.",/wp-content/uploads/2023/09/2023-09-12T083023Z_1221977103_RC2W63AAUAJQ_RTRMADP_3_RUSSIA-ECONOMY-FORUM-PUTIN-1694516356.jpg?resize=270%2C180&quality=80
"Ukraine says Black Sea gas, oil plat­forms re­cap­tured from Russ­ian con­trol",/news/2023/9/12/ukraine-says-black-sea-gas-and-oil-platforms-recaptured-from-russia-control,12 Sep 2023,Ukrain­ian mil­i­tary in­tel­li­gence says off­shore plat­forms in Black Sea re­tak­en by Kyiv forces in ‘unique op­er­a­tion’.,/wp-content/uploads/2023/09/33UY463-highres-1694490725.jpg?resize=270%2C180&quality=80
‘A new and ter­ri­fy­ing world’: Kim and Putin to meet again in Rus­sia,/news/2023/9/12/a-new-and-terrifying-world-kim-and-putin-to-meet-again-in-russia,12 Sep 2023,"With the Russ­ian leader in need of weapons for the war in Ukraine, Kim Jong Un is ex­pect­ed to ex­tract a high price.",/wp-content/uploads/2023/09/2023-09-11T211614Z_1613700830_RC2L63ALOTEQ_RTRMADP_3_NORTHKOREA-RUSSIA-1694474026.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 566",/news/2023/9/12/russia-ukraine-war-list-of-key-events-day-566,12 Sep 2023,"As the war en­ters its 566th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/2023-09-11T163452Z_273182352_RC2963AAQV62_RTRMADP_3_UKRAINE-CRISIS-FRONTLINE-ARTILLERY-1694480631.jpg?resize=270%2C180&quality=80
US threat­ens sanc­tions if North Ko­rea sells arms to Rus­sia,/news/2023/9/11/us-threatens-sanctions-if-north-korea-sells-arms-to-russia,11 Sep 2023,Biden ad­min­is­tra­tion says Vladimir Putin is ‘beg­ging’ Kim Jong Un for weapons due to fail­ures with his Ukraine in­va­sion.,/wp-content/uploads/2023/09/AP23199673346642-1694457141.jpg?resize=270%2C180&quality=80
Brazil’s Lula back­tracks on Putin ar­rest safe­ty at Rio G20,/news/2023/9/11/brazils-lula-backtracks-on-putin-arrest-safety-at-rio-g20,11 Sep 2023,Brazil­ian pres­i­dent faces crit­i­cism af­ter say­ing ‘no way’ Vladimir Putin would be ar­rest­ed in Brazil un­der ICC war­rant.,/wp-content/uploads/2023/08/2023-08-23T102545Z_881849729_RC2MT2AJBSMW_RTRMADP_3_BRICS-SUMMIT-1692789172.jpg?resize=270%2C180&quality=80
Putin’s par­ty wins con­tro­ver­sial polls in an­nexed Ukraine re­gions: Re­ports,/news/2023/9/11/putins-party-wins-controversial-polls-in-annexed-ukraine-regions-reports,11 Sep 2023,State me­dia says Putin’s Unit­ed Rus­sia won more than 70 per­cent of the bal­lot in four re­gions an­nexed from Ukraine.,/wp-content/uploads/2023/09/AP23253372499849-1694398744.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 565",/news/2023/9/11/russia-ukraine-war-list-of-key-events-day-565,11 Sep 2023,"As the war en­ters if 565th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/33UQ948-highres-1694391701.jpg?resize=270%2C180&quality=80
Five key take­aways from G20 sum­mit: ‘We need bold­er ac­tion’,/news/2023/9/10/five-key-takeaways-from-the-final-g20-session,10 Sep 2023,In­dia man­aged to get dis­parate group to sign off on a fi­nal state­ment de­spite point­ed dis­agree­ments.,/wp-content/uploads/2023/09/India-1694342225.jpg?resize=270%2C180&quality=80
"Ukraine, Rus­sia re­port down­ing dozens of drones over Kyiv, Crimea",/news/2023/9/10/ukraine-russia-report-downing-dozens-of-drones-over-kyiv-crimea,10 Sep 2023,The ex­tent of dam­age and ca­su­al­ties from the ri­val at­tacks in Kyiv and Crimea are not im­me­di­ate­ly clear.,/wp-content/uploads/2023/09/2023-09-10T024349Z_1904269172_RC2B53AEBNJX_RTRMADP_3_UKRAINE-CRISIS-BLASTS-KYIV-1694319583.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 564",/news/2023/9/10/russia-ukraine-war-list-of-key-events-day-564,10 Sep 2023,"As the war en­ters its 564th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/33UN68N-highres-1694316767.jpg?resize=270%2C180&quality=80
Lula says Putin will not be ar­rest­ed at Brazil G20 meet­ing,/news/2023/9/10/lula-says-putin-will-not-be-arrested-at-brazil-g20-meeting,10 Sep 2023,Brazil­ian pres­i­dent says Russ­ian leader will be in­vit­ed to the G20 meet­ing in Rio de Janeiro next year.,/wp-content/uploads/2023/09/2023-09-10T005706Z_887674254_RC2B53ATI61H_RTRMADP_3_G20-SUMMIT-LULA-1694309695.jpg?resize=270%2C180&quality=80
"North Ko­rea’s Kim marks found­ing day with pa­rade, promis­es to Chi­na, Rus­sia",/news/2023/9/9/north-koreas-kim-marks-founding-day-with-parade-promises-to-china-russia,9 Sep 2023,Para­mil­i­tary group the Work­er-Peas­ant Red Guards – with 5.7 mil­lion mem­bers – fea­tured promi­nent­ly in pa­rade.,/wp-content/uploads/2023/09/33UQ43A-highres-1694242924.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 563",/news/2023/9/9/russia-ukraine-war-list-of-key-events-day-563,9 Sep 2023,"As the war en­ters its 563rd day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/33UN6AA-highres-1694220587.jpg?resize=270%2C180&quality=80
Rus­sia de­tains man ac­cused of plot­ting rail bomb­ing in Crimea,/news/2023/9/8/russia-detains-man-accused-of-plotting-rail-bombing-in-crimea,8 Sep 2023,A Russ­ian cit­i­zen is ac­cused of prepar­ing a bomb­ing un­der the in­struc­tions of Ukraine’s mil­i­tary in­tel­li­gence.,/wp-content/uploads/2023/09/AP313695976881-1694170237.jpg?resize=270%2C180&quality=80
Ukraine’s Ze­len­skyy and Is­rael’s Ne­tanyahu dis­cuss Is­raeli sup­port for Kyiv,/news/2023/9/8/ukraines-zelenskyy-and-israels-netanyahu-discuss-israeli-support-for-kyiv,8 Sep 2023,"While Is­rael has backed Ukraine diplo­mat­i­cal­ly, it has not as­sist­ed the war-torn coun­try with arms against Rus­sia.",/wp-content/uploads/2023/09/2020-01-24T000000Z_34530177_RC2AME9RAZM1_RTRMADP_3_ISRAEL-UKRAINE-ZELENSKY-NETANYAHU-1694162953.jpg?resize=270%2C180&quality=80
Ze­len­skyy ad­vis­er claims Elon Musk al­lowed Rus­sians to hit Ukrain­ian cities,/news/2023/9/8/zelenskyys-advisor-claims-musk-allowed-russians-to-hit-ukrainian-cities,8 Sep 2023,Com­ments fol­low rev­e­la­tions in a book that Musk sev­ered cru­cial satel­lite sig­nal dur­ing a Ukrain­ian drone op­er­a­tion.,/wp-content/uploads/2023/09/AP23243641682486-1694158499.jpg?resize=270%2C180&quality=80
Cuba ar­rests 17 for traf­fick­ing men to fight for Rus­sia in Ukraine,/news/2023/9/8/cuba-arrests-17-for-trafficking-men-to-fight-for-russia-in-ukraine,8 Sep 2023,Net­work based in Cuba and Rus­sia al­leged to have fa­cil­i­tat­ed Cubans to join Rus­sia’s war in Ukraine.,/wp-content/uploads/2023/09/2023-07-29T154716Z_688686314_RC21D2AP5Q2J_RTRMADP_3_UKRAINE-CRISIS-CRIMEA-EXHIBITION-1-1694147629.jpg?resize=270%2C180&quality=80
G20 Sum­mit: Is In­dia break­ing up with Rus­sia?,/features/2023/9/8/g20-summit-is-india-breaking-up-with-russia,8 Sep 2023,"As Putin stays in Moscow, In­dia-Rus­sia ties are in de­cline, while New Del­hi’s bond with the West gets tighter.",/wp-content/uploads/2023/09/story_36_final-1-1694070472.jpg?resize=270%2C180&quality=80
US to give $600m more in mil­i­tary equip­ment to Ukraine,/news/2023/9/8/us-to-give-600m-more-in-military-equipment-to-ukraine,8 Sep 2023,"New $600m se­cu­ri­ty as­sis­tance pack­age fol­lows a day af­ter US pledges $1bn in mil­i­tary, hu­man­i­tar­i­an aid for Kyiv.",/wp-content/uploads/2023/09/AP23248285411028-1694141010.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 562",/news/2023/9/8/russia-ukraine-war-list-of-key-events-day-562,8 Sep 2023,"As the war en­ters its 562nd day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/33UH7P4-highres-1694143060.jpg?resize=270%2C180&quality=80
What are de­plet­ed ura­ni­um mu­ni­tions and why is US send­ing them to Ukraine?,/news/2023/9/7/what-are-depleted-uranium-munitions-and-why-is-us-sending-them-to-ukraine,7 Sep 2023,Wash­ing­ton de­fends trans­fer of de­plet­ed ura­ni­um mu­ni­tions amid crit­i­cism from Moscow and con­cerns over their ef­fects.,/wp-content/uploads/2023/09/2023-07-03T071613Z_1398481822_RC2ZU1A3C3NH_RTRMADP_3_UKRAINE-CRISIS-OFFENSIVE-ZAPORIZHZHIA-1694101925.jpg?resize=270%2C180&quality=80
Five Ukrain­ian drones downed in lat­est raids on Russ­ian ter­ri­to­ry,/news/2023/9/7/five-ukrainian-drones-downed-in-latest-raids-on-russian-territory,7 Sep 2023,"Drones shot down over Rus­sia’s Bryan­sk, Ros­tov and Moscow re­gions, leav­ing a per­son in­jured and cars, build­ings dam­aged.",/wp-content/uploads/2023/09/33R289P-highres-1694064148.jpg?resize=270%2C180&quality=80
Russ­ian vet­er­ans of Ukraine war will teach de­fence course for stu­dents,/news/2023/9/7/russian-veterans-of-ukraine-war-will-teach-defence-course-to-students,7 Sep 2023,"New mil­i­tary-fo­cused cur­ricu­lum in­cludes se­nior stu­dents learn­ing to han­dle Kalash­nikov as­sault ri­fles, hand grenades.",/wp-content/uploads/2023/09/32HG8QV-highres-1694059634.jpg?resize=270%2C180&quality=80
Rus­sia blasts ‘in­hu­man­i­ty’ of US send­ing de­plet­ed ura­ni­um shells to Ukraine,/news/2023/9/7/russia-blasts-inhumanity-of-us-sending-depleted-uranium-shells-to-ukraine,7 Sep 2023,Pro­vi­sion of con­tro­ver­sial de­plet­ed ura­ni­um am­mu­ni­tion for US tanks is part of new $1bn as­sis­tance pack­age to Kyiv.,/wp-content/uploads/2023/09/afp.com-20040212-PH-NIC-NIC2004021297035-highres-1694051993.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 561",/news/2023/9/7/russia-ukraine-war-list-of-key-events-day-561,7 Sep 2023,"As the war en­ters its 561st day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/AP23249494278730-1694050538.jpg?resize=270%2C180&quality=80
West­ern of­fi­cials vis­it UAE in ef­forts to halt ex­ports to Rus­sia: Re­port,/news/2023/9/6/us-eu-uk-officials-visit-uae-to-discuss-russia-sanctions-cnn-report,6 Sep 2023,The Wall Street Jour­nal ini­tial­ly re­port­ed plans to joint­ly press the UAE to halt ship­ments of goods to Rus­sia.,/wp-content/uploads/2023/09/GettyImages-1254696016-1694033602.jpg?resize=270%2C180&quality=80
US an­nounces $1bn in new aid as dead­ly Russ­ian at­tack con­demned,/news/2023/9/6/blinken-hails-ukraine-counteroffensive-as-us-announces-1bn-in-new-aid,6 Sep 2023,"The new US aid would in­clude HI­MARS mis­sile sys­tems, Javelin weapons, Abrams tanks as well as hu­man­i­tar­i­an as­sis­tance.",/wp-content/uploads/2023/09/2023-09-06T195827Z_1038086755_RC2733AX1SB5_RTRMADP_3_UKRAINE-CRISIS-BLINKEN-1694031835.jpg?resize=270%2C180&quality=80
Ro­ma­nia claims parts of pos­si­ble Russ­ian drone fell on its ter­ri­to­ry,/news/2023/9/6/romania-says-parts-of-possible-russian-drone-fell-on-its-territory,6 Sep 2023,De­fence Min­is­ter An­gel Tilvar said pos­si­ble drone parts were dis­cov­ered near bor­der be­tween Ro­ma­nia and Ukraine.,/wp-content/uploads/2023/09/AP23249559359512-1694016748.jpg?resize=270%2C180&quality=80
Civil­ians re­port­ed killed as Rus­sia shells out­door mar­ket in east Ukraine,/news/2023/9/6/civilians-reported-killed-as-russia-shells-outdoor-market-in-east-ukraine,6 Sep 2023,"Rus­sia al­leged­ly tar­get­ed the city of Kos­tiantyniv­ka, killing and wound­ing many, Ukrain­ian of­fi­cials say.",/wp-content/uploads/2023/09/2023-09-06T130937Z_341388951_RC2133A1LE8V_RTRMADP_3_UKRAINE-CRISIS-ATTACK-KOSTIANTYNIVKA-1694006672.jpg?resize=270%2C180&quality=80
Can a di­vid­ed G20 sum­mit in In­dia still set the glob­al agen­da?,/features/2023/9/6/can-a-divided-g20-still-set-the-global-agenda,6 Sep 2023,It rep­re­sents 85 per­cent of glob­al GDP. But deep fis­sures and ab­sent lead­ers raise ques­tions about its fu­ture.,/wp-content/uploads/2023/09/2023-09-04T152733Z_1284087332_RC2O13ARPXF3_RTRMADP_3_G20-SUMMIT-1693892113.jpg?resize=270%2C180&quality=80
"Russ­ian drone raid kills 1 in Ukraine’s Ode­sa, Kyiv re­pels mis­sile at­tack",/news/2023/9/6/russian-drone-raid-kills-1-in-ukraines-odesa-kyiv-repels-missile-attack,6 Sep 2023,"The night-time at­tacks on Ode­sa’s Iz­mail dis­trict last­ed three hours, the re­gion­al gov­er­nor said.",/wp-content/uploads/2023/09/2023-09-06T052733Z_1241408664_RC2R23ARM769_RTRMADP_3_UKRAINE-CRISIS-ATTACK-KYIV-1693978660.jpg?resize=270%2C180&quality=80
"Russ­ian pi­lot who de­fect­ed to Ukraine with he­li­copter gets $500,000 re­ward",/news/2023/9/6/russian-pilot-who-defected-to-ukraine-with-helicopter-gets-500000-reward,6 Sep 2023,"Russ­ian pi­lot Max­im Kuzmi­nov, 28, de­fect­ed with a Mi-8 he­li­copter in an op­er­a­tion planned with Ukrain­ian in­tel­li­gence.",/wp-content/uploads/2023/09/AP22252376797758-1693972750.jpg?resize=270%2C180&quality=80
UK to de­clare Rus­sia’s Wag­n­er Group a ‘ter­ror­ist’ or­gan­i­sa­tion,/news/2023/9/6/uk-to-declare-russias-wagner-group-a-terrorist-organisation,6 Sep 2023,"Des­ig­na­tion of the group, con­demned as a ‘threat to glob­al se­cu­ri­ty’, could be made as ear­ly as Wednes­day.",/wp-content/uploads/2023/08/2023-07-17T164409Z_1735838128_RC2352AJHMJH_RTRMADP_3_CENTRALAFRICA-SECURITY-REFERENDUM-1693056468.jpg?resize=270%2C180&quality=80
‘Russ­ian-only’ busi­ness­es in Thai­land’s Phuket spark back­lash,/economy/2023/9/6/russian-only-businesses-in-thailands-phuket-spark-backlash,6 Sep 2023,Lo­cals on tourist re­sort is­land claim Rus­sians flee­ing fall­out of the war in Ukraine are steal­ing Thai jobs.,/wp-content/uploads/2023/09/2022-03-13T133009Z_1868838052_RC2Y0T9HAJ6M_RTRMADP_3_UKRAINE-CRISIS-THAILAND-RUSSIA-1693965608.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 560",/news/2023/9/6/russia-ukraine-war-list-of-key-events-day-560,6 Sep 2023,"As the war en­ters its 560th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/AP23248285915889-1693963460.jpg?resize=270%2C180&quality=80
"North Ko­rea would pay ‘price’ if it sup­plies Rus­sia with weapons, US says",/news/2023/9/5/north-korea-would-pay-price-if-it-supplies-russia-with-weapons-us-says,5 Sep 2023,"White House ad­vis­er says Rus­sia-North Ko­rea arms ne­go­ti­a­tions are ‘ac­tive­ly ad­vanc­ing’, warns Py­ongyang against deal.",/wp-content/uploads/2023/09/33Q66UW-highres-1693973223.jpg?resize=270%2C180&quality=80
Why would North Ko­rea’s Kim and Rus­sia’s Putin want to meet?,/news/2023/9/5/what-do-north-korea-and-russia-need-from-each-other,5 Sep 2023,Moscow seek­ing to quash Kyiv coun­terof­fen­sive while Py­ongyang is ex­tend­ing pace of mis­sile test­ing.,/wp-content/uploads/2023/09/2023-09-04T190039Z_2048841479_RC2U13AUVLV5_RTRMADP_3_UKRAINE-CRISIS-NORTH-KOREA-RUSSIA-1693927086.jpg?resize=270%2C180&quality=80
"In leaked phone calls, Russ­ian sol­diers ap­pear an­gry at loss­es in Ukraine",/news/2023/9/5/in-leaked-phone-calls-russian-soldiers-appear-angry-at-losses-in-ukraine,5 Sep 2023,Ex­cerpts re­leased by Kyiv of phone calls placed in ear­ly July ap­pear to show Russ­ian troops com­plain­ing.,/wp-content/uploads/2023/09/2023-05-04T180633Z_1787881503_RC2TR0A5KP8F_RTRMADP_3_WW2-ANNIVERSARY-RUSSIA-PARADE-REHEARSAL-1693918044.jpg?resize=270%2C180&quality=80
"Egypt, re­liant on im­ports, buys more Russ­ian wheat",/news/2023/9/5/egypt-reliant-on-imports-buys-more-russian-wheat,5 Sep 2023,Egypt still buys from Rus­sia and Ukraine but is also di­ver­si­fy­ing its pur­chas­es af­ter the shock of the war.,/wp-content/uploads/2022/04/EgyptWheat.jpg?resize=270%2C180&quality=80
"Amid an­ti­cor­rup­tion purge, Ukraine set to ap­point Mus­lim de­fence chief",/features/2023/9/5/ukraine-to-appoint-muslim-defence-minister-amid-anti-corruption-purge,5 Sep 2023,Rustem Umerov is from the Mus­lim Tatar com­mu­ni­ty in Crimea that large­ly re­sist­ed Rus­sia’s 2014 an­nex­a­tion.,/wp-content/uploads/2023/09/AP22059559378858-1693820837.jpg?resize=270%2C180&quality=80
Rus­sia says it downed 3 Ukrain­ian ‘at­tack drones’ in lat­est raid on Moscow,/news/2023/9/5/russia-says-it-downed-3-ukrainian-attack-drones-in-latest-raid-on-moscow,5 Sep 2023,"Drones shot down over Kalu­ga and Tver re­gions, bor­der­ing the Moscow re­gion, and one in Is­tra dis­trict of Moscow re­gion.",/wp-content/uploads/2023/09/2023-06-09T111044Z_1808351045_RC2NF1AY67TI_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-DRONES-1-1693887062.jpg?resize=270%2C180&quality=80
Cuba un­cov­ers net­work traf­fick­ing Cubans to fight for Rus­sia in Ukraine,/news/2023/9/5/cuba-uncovers-network-trafficking-cubans-to-fight-for-russia-in-ukraine,5 Sep 2023,Cuba says it has no part in war in Ukraine and would ‘act vig­or­ous­ly’ against those traf­fick­ing Cubans as fight­ers.,/wp-content/uploads/2023/09/AP16331685132936-1693883599.jpg?resize=270%2C180&quality=80
Putin says again Ukraine coun­terof­fen­sive ‘has failed’ as Kyiv claims gains,/news/2023/9/5/putin-says-again-ukraine-counteroffensive-has-failed-as-kyiv-claims-gains,5 Sep 2023,Russ­ian pres­i­dent and de­fence of­fi­cials in Kyiv give con­flict­ing ac­counts of sit­u­a­tion on front lines in Ukraine.,/wp-content/uploads/2023/09/AP23245643626002-1693880816.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 559",/news/2023/9/5/russia-ukraine-war-list-of-key-events-day-559,5 Sep 2023,"As the war en­ters its 559th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/2023-09-04T201920Z_863435404_RC2V13AL68EP_RTRMADP_3_UKRAINE-CRISIS-ZELENSKIY-FRONTLINE-1693878339.jpg?resize=270%2C180&quality=80
Russ­ian Gen­er­al Surovikin seen in first pho­to since Wag­n­er mutiny: Re­ports,/news/2023/9/5/russian-general-surovikin-seen-in-first-photo-since-wagner-revolt-reports,5 Sep 2023,"Gen­er­al Surovikin re­port­ed re­moved af­ter Wag­n­er mutiny said to be ‘alive, healthy, at home, with his fam­i­ly, in Moscow’.",/wp-content/uploads/2023/06/2022-10-18T180542Z_184538223_RC2T3X9N7MAB_RTRMADP_3_UKRAINE-CRISIS-SUROVIKIN-1688007277.jpg?resize=270%2C180&quality=80
Rus­sia won’t re­new grain deal un­til West meets Moscow’s de­mands: Putin,/news/2023/9/4/russia-wont-renew-grain-until-west-meets-its-demands-putin-tells-erdogan,4 Sep 2023,The Russ­ian leader’s stance dash­es hopes that Er­do­gan could help re­vive the vi­tal grain deal amid soar­ing food prices.,/wp-content/uploads/2023/09/2023-09-04T120836Z_486976167_RC2O13A2HIP2_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-TURKEY-1693836823.jpg?resize=270%2C180&quality=80
North Ko­re­an leader Kim ex­pect­ed to meet Rus­sia’s Putin: US,/news/2023/9/4/north-korean-leader-kim-expected-to-meet-russias-putin-us,4 Sep 2023,The US says Kim Jong Un is ex­pect­ed to hold a ‘leader-lev­el diplo­mat­ic en­gage­ment’ with Vladimir Putin.,/wp-content/uploads/2023/09/AP19115213262123-1693862373.jpg?resize=270%2C180&quality=80
Er­do­gan vis­its Putin in Rus­sia’s Sochi in bid to re­vive Ukraine grain deal,/news/2023/9/4/erdogan-visits-putin-in-russias-sochi-in-bid-to-revive-ukraine-grain-deal,4 Sep 2023,Putin says the deal that al­lowed Ukraine to ex­port grain will not be re­stored un­til the West lifts em­bar­go on Rus­sia.,/wp-content/uploads/2023/09/2023-09-04T105139Z_179342530_RC2M13A6WAY2_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-TURKEY-1693826394.jpg?resize=270%2C180&quality=80
"Who is Rustem Umerov, Ukraine’s next de­fence min­is­ter?",/news/2023/9/4/who-is-rustem-umerov-ukraines-next-defence-minister,4 Sep 2023,The mul­ti­lin­gual Crimean Tatar boasts a suc­cess­ful ca­reer in fi­nance and is known for be­ing a skilled ne­go­tia­tor.,/wp-content/uploads/2023/09/2023-09-04T064506Z_143803065_RC21NX9O57ZY_RTRMADP_3_UKRAINE-CRISIS-DEFENCE-UMEROV-1693820363.jpg?resize=270%2C180&quality=80
Rus­sia at­tacks Ukraine grain port ahead of Putin-Er­do­gan talks,/news/2023/9/4/russia-attacks-ukraine-grain-port-ahead-of-putin-erdogan-talks,4 Sep 2023,Ukraine downs 17 drones over Iz­mail port as Russ­ian and Turk­ish lead­ers pre­pare for talks on Ukrain­ian grain ex­ports.,/wp-content/uploads/2023/09/AP23207755997586-1693795418.jpg?resize=270%2C180&quality=80
South Africa says no ev­i­dence of arms ship­ment to Rus­sia fol­low­ing in­quiry,/economy/2023/9/4/south-africa-says-no-evidence-of-arms-shipment-to-russia-following-inquiry,4 Sep 2023,South African Pres­i­dent Cyril Ramaphosa says base­less claim by US am­bas­sador ‘tar­nished our im­age’.,/wp-content/uploads/2023/09/2018-09-03T073612Z_995564547_RC15B5777FE0_RTRMADP_3_CHINA-AFRICA-1693788977.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 558",/news/2023/9/4/russia-ukraine-war-list-of-key-events-day-558,4 Sep 2023,"As the war en­ters its 558th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/2023-09-03T105055Z_790564293_RC2Y03A4XM4S_RTRMADP_3_UKRAINE-CRISIS-ATTACK-ODESA-1693786872.jpg?resize=270%2C180&quality=80
Ukraine’s Ze­len­skyy moves to re­place de­fence min­is­ter in mil­i­tary shake-up,/news/2023/9/3/ukraines-zelenskyy-moves-to-replace-reznikov-in-defence-shake-up,3 Sep 2023,"Ze­len­skyy will ask his par­lia­ment to re­place Olek­sii Reznikov with Rustem Umerov, head of Ukraine’s State Prop­er­ty Fund.",/wp-content/uploads/2023/09/2023-02-07T181959Z_1362818660_RC2I6Z9E6IK0_RTRMADP_3_UKRAINE-CRISIS-GERMANY-DEFENCE-1-1693772782.jpg?resize=270%2C180&quality=80
What’s at stake in the up­com­ing Er­do­gan-Putin meet­ing?,/news/2023/9/3/whats-at-stake-in-upcoming-erdogan-putin-grain-meeting,3 Sep 2023,Mon­day’s meet­ing in Sochi comes amid in­ter­na­tion­al ef­forts to patch up the Black Sea Grain Ini­tia­tive.,/wp-content/uploads/2019/08/4f164dabc6214297888d170b883a8ecd_18.jpeg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 557",/news/2023/9/3/russia-ukraine-war-list-of-key-events-day-557,3 Sep 2023,These are the main de­vel­op­ments as the Russ­ian in­va­sion of Ukraine en­ters its 557th day.,/wp-content/uploads/2023/09/AP23246645535822-1693788875.jpg?resize=270%2C180&quality=80
Ukraine ty­coon Kolo­moisky tak­en into cus­tody over fraud al­le­ga­tions,/news/2023/9/2/ukraine-tycoon-ihor-kolomoisky-taken-into-custody-over-fraud-allegations,2 Sep 2023,Court places bil­lion­aire busi­ness­man un­der ar­rest for two months over fraud and mon­ey laun­der­ing charges.,/wp-content/uploads/2023/09/2023-09-02T181506Z_1521520859_RC2H03A7U0SF_RTRMADP_3_UKRAINE-CRISIS-KOLOMOISKY-1693683902.jpg?resize=270%2C180&quality=80
"No­bel Foun­da­tion re­vers­es in­vi­ta­tions to Rus­sia, Iran af­ter back­lash",/news/2023/9/2/nobel-foundation-reverses-invitations-to-russia-iran-after-backlash,2 Sep 2023,"De­ci­sion to in­vite rep­re­sen­ta­tives from Rus­sia and Iran to awards cer­e­mo­ny crit­i­cised over Ukraine war, rights abus­es.",/wp-content/uploads/2023/08/2023-08-22T142936Z_1846390465_RC2YQ2AGQDOD_RTRMADP_3_UKRAINE-CRISIS-MINI-GRADS-1693478454.jpg?resize=270%2C180&quality=80
Rus­sia says Ukraine sea drones de­stroyed in failed at­tack on Crimea bridge,/news/2023/9/2/russia-says-ukraine-sea-drones-destroyed-in-failed-attack-on-crimea-bridge,2 Sep 2023,"One naval drone was de­stroyed late on Fri­day and two oth­ers ear­ly on Sat­ur­day morn­ing, Rus­sia’s de­fence min­istry says.",/wp-content/uploads/2023/09/2023-07-17T102558Z_206253148_RC2X42A8IR23_RTRMADP_3_UKRAINE-CRISIS-CRIMEA-BRIDGE-1693635557.jpg?resize=270%2C180&quality=80
"Rus­sia-Ukraine war: List of key events, day 556",/news/2023/9/2/russia-ukraine-war-list-of-key-events-day-556,2 Sep 2023,"As the war en­ters its 556th day, these are the main de­vel­op­ments.",/wp-content/uploads/2023/09/AP23244176447540-1693620814.jpg?resize=270%2C180&quality=80
Rus­sia puts ad­vanced Sar­mat nu­clear mis­sile sys­tem on ‘com­bat duty’,/news/2023/9/2/russia-puts-advanced-sarmat-nuclear-missile-system-on-combat-duty,2 Sep 2023,Russ­ian space agency chief Yuri Borisov says new in­ter­con­ti­nen­tal bal­lis­tic mis­sile sys­tem is now in ser­vice: Re­ports.,/wp-content/uploads/2023/09/AP18089425890004-1693616352.jpg?resize=270%2C180&quality=80
Putin to meet Er­do­gan amid push to re­vive Ukraine grain deal,/news/2023/9/1/putin-to-meet-erdogan-amid-push-to-revive-ukraine-grain-deal,1 Sep 2023,An­nounce­ment of Mon­day’s meet­ing in Sochi comes amid in­ter­na­tion­al ef­forts to patch up the Black Sea Grain Ini­tia­tive.,/wp-content/uploads/2023/09/2023-09-01T153100Z_467187207_RC2QZ2ADKWA0_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-TURKEY-1693586747.jpg?resize=270%2C180&quality=80
War in Ukraine sees Ire­land reck­on with its pol­i­cy of neu­tral­i­ty,/features/2023/9/1/war-in-ukraine-sees-ireland-reckon-with-its-policy-of-neutrality,1 Sep 2023,Ire­land is try­ing to bal­ance its pol­i­cy of mil­i­tary neu­tral­i­ty with a de­sire to sup­port Ukraine on a po­lit­i­cal lev­el.,/wp-content/uploads/2022/07/Ireland.jpg?resize=270%2C180&quality=80
