,aj_id,aj_date,bbc_id,bbc_date,cosine_similarity,aj_title,bbc_title,match
8519,520,01/12/2023,1673,30/11/2023,0.715322614,"Analysis: Why Israel’s military wanted to end the Gaza truce, and what now?",Israel-Hamas truce in Gaza extended as more hostages freed - BBC News,0
8547,522,30/11/2023,1660,01/12/2023,0.756118953,Blinken urges Israel to protect civilians amid tough Gaza truce talks,Blinken steps up call for Israel to spare civilians in strongest remarks yet - BBC News,1
8662,527,30/11/2023,1666,30/11/2023,0.85618937,"Three killed, several injured in shooting at Jerusalem bus stop",Three Israelis killed by Palestinian gunmen at Jerusalem bus stop - BBC News,1
8749,531,29/11/2023,1673,30/11/2023,0.712383628,Analysis: Why extending the Israel-Hamas truce won’t be easy,Israel-Hamas truce in Gaza extended as more hostages freed - BBC News,0
8791,533,29/11/2023,1671,30/11/2023,0.706395566,Freed Israeli hostages tell families of ordeal in Gaza captivity,Bedouin family desperate for news on teenagers held hostage in Gaza - BBC News,0
8793,533,29/11/2023,1673,30/11/2023,0.725751877,Freed Israeli hostages tell families of ordeal in Gaza captivity,Israel-Hamas truce in Gaza extended as more hostages freed - BBC News,0
8797,533,29/11/2023,1678,30/11/2023,0.80512929,Freed Israeli hostages tell families of ordeal in Gaza captivity,Eight Israeli hostages freed by Hamas in Gaza - BBC News,0
8806,533,29/11/2023,1687,28/11/2023,0.717471719,Freed Israeli hostages tell families of ordeal in Gaza captivity,Israel Gaza: Three-year-old-twins among hostages released by Hamas - BBC News,0
8807,533,29/11/2023,1698,28/11/2023,0.707329869,Freed Israeli hostages tell families of ordeal in Gaza captivity,Israel says 12 more hostages released by Hamas have left Gaza - BBC News,0
8816,534,29/11/2023,1675,29/11/2023,0.859958708,Israeli forces kill two Palestinian children in occupied West Bank raid,Two Palestinian boys killed during Israeli raid in West Bank - BBC News,1
8947,540,29/11/2023,1673,30/11/2023,0.725853324,Israel-Hamas truce: How much aid has entered Gaza?,Israel-Hamas truce in Gaza extended as more hostages freed - BBC News,0
9018,543,28/11/2023,1686,28/11/2023,0.726015806,Hamas releases 12 more captives as truce with Israel holds for fifth day,Israel Gaza: 33 Palestinians released on fourth day of truce - BBC News,0
9030,543,28/11/2023,1698,28/11/2023,0.766728222,Hamas releases 12 more captives as truce with Israel holds for fifth day,Israel says 12 more hostages released by Hamas have left Gaza - BBC News,1
9066,545,28/11/2023,1686,28/11/2023,0.753130436,Israel arrests almost as many Palestinians as it has released during truce,Israel Gaza: 33 Palestinians released on fourth day of truce - BBC News,0
9110,547,28/11/2023,1682,28/11/2023,0.896717668,"Disease could kill more in Gaza than bombs, WHO says amid Israeli siege","Untreated diseases could kill more than bombings in Gaza, WHO warns - BBC News",1
9141,548,28/11/2023,1689,27/11/2023,0.78341651,What do we know about the Israel-Hamas truce extension?,"Israel-Hamas truce in Gaza extended for two days, Qatar says - BBC News",0
9162,549,28/11/2023,1686,28/11/2023,0.705541968,Gaza truce appears set to extend as Israel receives new list of captives,Israel Gaza: 33 Palestinians released on fourth day of truce - BBC News,0
9165,549,28/11/2023,1689,27/11/2023,0.701327562,Gaza truce appears set to extend as Israel receives new list of captives,"Israel-Hamas truce in Gaza extended for two days, Qatar says - BBC News",1
9220,551,27/11/2023,1698,28/11/2023,0.824242353,"Hamas releases 11 more captives from Gaza, Israeli army says",Israel says 12 more hostages released by Hamas have left Gaza - BBC News,0
9227,551,27/11/2023,1708,26/11/2023,0.799169838,"Hamas releases 11 more captives from Gaza, Israeli army says",Israel releases 39 Palestinian prisoners after Hamas hands over 17 hostages - BBC News,0
9237,552,27/11/2023,1689,27/11/2023,0.934981942,"Israel and Hamas agree to extend truce by two days, Qatar says","Israel-Hamas truce in Gaza extended for two days, Qatar says - BBC News",1
9372,557,27/11/2023,1694,27/11/2023,0.733837843,US Navy thwarts seizure of Israel-linked cargo ship,US Navy seizes attackers who held Israel-linked tanker - BBC News,1
9514,563,26/11/2023,1701,26/11/2023,0.722110271,Israeli forces carry out deadly raids in the West Bank amid Gaza truce,West Bank: Eight Palestinians killed during Israeli raid - BBC News,1
9528,564,25/11/2023,1703,26/11/2023,0.761201024,"Hamas releases 13 Israeli, four Thai captives after hours-long delay",More hostages released by Hamas despite agonising delay - BBC News,0
9533,564,25/11/2023,1708,26/11/2023,0.758108497,"Hamas releases 13 Israeli, four Thai captives after hours-long delay",Israel releases 39 Palestinian prisoners after Hamas hands over 17 hostages - BBC News,0
9605,569,25/11/2023,1705,25/11/2023,0.780554771,‘Nothing standing’: Palestinians return to find Gaza homes destroyed,Gaza truce: Palestinians search for loved ones and check damaged homes - BBC News,1
9696,575,24/11/2023,1712,24/11/2023,0.732051611,Israel releases Palestinian women and children prisoners under Hamas deal,Israel releases 39 Palestinian prisoners from Israeli prisons - BBC News,0
9747,578,24/11/2023,1712,24/11/2023,0.774825931,Who are the Palestinian prisoners Israel released on Friday?,Israel releases 39 Palestinian prisoners from Israeli prisons - BBC News,1
9785,580,24/11/2023,1716,23/11/2023,0.730418563,Hamas releases 24 captives amid Israel truce: Here’s what’s to know,What we know about Israel-Hamas Gaza deal on hostages - BBC News,1
9860,585,24/11/2023,1705,25/11/2023,0.702397704,‘Relief’ in war-torn Gaza as truce takes effect in Israel-Hamas war,Gaza truce: Palestinians search for loved ones and check damaged homes - BBC News,0
10044,598,23/11/2023,1719,23/11/2023,0.879750609,"Israeli army arrests al-Shifa Hospital director, other doctors in Gaza",Israeli forces detain director of Gaza's al-Shifa Hospital - BBC News,1
10144,605,22/11/2023,1723,22/11/2023,0.731664121,Behind the scenes: How the Israel-Hamas truce deal came together,How the Israel-Hamas hostage deal came together - BBC News,1
10258,613,22/11/2023,1716,23/11/2023,0.707735777,Israel-Hamas truce deal: All that you need to know,What we know about Israel-Hamas Gaza deal on hostages - BBC News,1
10363,621,21/11/2023,1725,21/11/2023,0.878632188,Israeli strike kills three journalists near Lebanon border,Lebanon PM says Israeli strikes killed journalists - BBC News,1
10373,622,21/11/2023,1723,22/11/2023,0.73315376,"Hamas, Israel leaders suggest deal is ‘close’ on captives, Gaza truce",How the Israel-Hamas hostage deal came together - BBC News,0
10433,626,20/11/2023,1737,19/11/2023,0.794902682,Group of 28 premature Gaza babies evacuated to Egypt amid Israeli attacks,Gaza war: Premature babies evacuated from al-Shifa hospital - BBC News,1
10474,629,20/11/2023,1730,20/11/2023,0.761220574,Israel targets Gaza’s Indonesian Hospital: Here is what’s to know,Israeli tanks surround north Gaza's Indonesian Hospital - BBC News,0
10554,634,20/11/2023,1730,20/11/2023,0.911189497,Israeli tanks besiege Gaza’s Indonesian Hospital,Israeli tanks surround north Gaza's Indonesian Hospital - BBC News,1
10572,635,20/11/2023,1732,20/11/2023,0.71972841,Japan seeking talks with Houthi hijackers of Red Sea Israeli-linked ship,Japan condemns Yemen's Houthi rebels hijack of cargo ship in Red Sea - BBC News,0
10681,642,19/11/2023,1732,20/11/2023,0.820708394,Yemen’s Houthi rebels seize cargo ship in Red Sea,Japan condemns Yemen's Houthi rebels hijack of cargo ship in Red Sea - BBC News,0
10685,642,19/11/2023,1736,19/11/2023,0.924693286,Yemen’s Houthi rebels seize cargo ship in Red Sea,Yemen's Houthi rebels hijack cargo ship in Red Sea - BBC News,1
10720,644,19/11/2023,1737,19/11/2023,0.90860188,Babies evacuated from al-Shifa Hospital to southern Gaza amid Israel war,Gaza war: Premature babies evacuated from al-Shifa hospital - BBC News,1
10917,655,18/11/2023,1745,18/11/2023,0.907383978,Israel agrees to allow ‘minimal’ two trucks of fuel a day into Gaza,Israel says it will allow two trucks of fuel a day into Gaza - BBC News,1
11120,666,17/11/2023,1749,17/11/2023,0.875792503,Israel ‘not successful’ in minimising Gaza civilian casualties: Netanyahu,Netanyahu says Israel 'not successful' at minimising Gaza casualties but blames Hamas - BBC News,1
11191,669,16/11/2023,1787,15/11/2023,0.724001408,"Israel-Gaza: Indonesian Hospital ‘out of service’, inundated with wounded",Israeli soldiers inside Gaza's biggest hospital - BBC News,0
11291,674,16/11/2023,1754,16/11/2023,0.779600978,Telecommunications cut off in Gaza after fuel runs out amid Israeli siege,Gaza faces communications blackout due to lack of fuel - BBC News,1
11411,679,16/11/2023,1759,15/11/2023,0.732022405,"Escape from al-Shifa: How a Gaza medic dodged Israeli patrols, snipers",Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11434,680,16/11/2023,1759,15/11/2023,0.719804883,Middle East Roundup: Is Shifa Hospital really a Hamas ops hub?,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,1
11501,683,16/11/2023,1757,16/11/2023,0.704974771,What has Israel ‘found’ in Gaza’s al-Shifa Hospital?,BBC goes inside Al-Shifa hospital with the Israeli army - BBC News,1
11503,683,16/11/2023,1759,15/11/2023,0.869662583,What has Israel ‘found’ in Gaza’s al-Shifa Hospital?,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11513,683,16/11/2023,1787,15/11/2023,0.75716871,What has Israel ‘found’ in Gaza’s al-Shifa Hospital?,Israeli soldiers inside Gaza's biggest hospital - BBC News,0
11547,685,16/11/2023,1757,16/11/2023,0.705339611,Israel raids Gaza’s al-Shifa Hospital for second day,BBC goes inside Al-Shifa hospital with the Israeli army - BBC News,0
11549,685,16/11/2023,1759,15/11/2023,0.872320056,Israel raids Gaza’s al-Shifa Hospital for second day,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11559,685,16/11/2023,1787,15/11/2023,0.760786176,Israel raids Gaza’s al-Shifa Hospital for second day,Israeli soldiers inside Gaza's biggest hospital - BBC News,0
11560,686,16/11/2023,1746,17/11/2023,0.722598314,Biden to Netanyahu: ‘Occupying’ Gaza would be a ‘big mistake’,Biden facing growing internal dissent over Israel's Gaza campaign - BBC News,0
11610,688,15/11/2023,1754,16/11/2023,0.800217271,Gaza telecom companies warn of coming blackout amid Israeli attacks,Gaza faces communications blackout due to lack of fuel - BBC News,1
11663,690,15/11/2023,1757,16/11/2023,0.729393899,Why is Gaza’s al-Shifa Hospital so important for the Israeli army?,BBC goes inside Al-Shifa hospital with the Israeli army - BBC News,0
11665,690,15/11/2023,1759,15/11/2023,0.827685535,Why is Gaza’s al-Shifa Hospital so important for the Israeli army?,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11675,690,15/11/2023,1770,14/11/2023,0.797635198,Why is Gaza’s al-Shifa Hospital so important for the Israeli army?,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
11682,690,15/11/2023,1787,15/11/2023,0.75219965,Why is Gaza’s al-Shifa Hospital so important for the Israeli army?,Israeli soldiers inside Gaza's biggest hospital - BBC News,0
11688,691,15/11/2023,1757,16/11/2023,0.718346119,‘Hospitals are not battlegrounds’: World reacts to Israel’s al-Shifa raid,BBC goes inside Al-Shifa hospital with the Israeli army - BBC News,0
11690,691,15/11/2023,1759,15/11/2023,0.825694323,‘Hospitals are not battlegrounds’: World reacts to Israel’s al-Shifa raid,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11694,691,15/11/2023,1763,15/11/2023,0.798691034,‘Hospitals are not battlegrounds’: World reacts to Israel’s al-Shifa raid,Bowen: Al-Shifa Hospital raid comes as tone shifts on Israel - BBC News,0
11743,693,15/11/2023,1762,15/11/2023,0.827227414,First fuel truck since start of Israel-Hamas war enters Gaza,First fuel tanker enters Gaza from Egypt since start of war - BBC News,1
11765,694,15/11/2023,1759,15/11/2023,0.919666588,‘Terror’ amid Israel’s raid on Gaza’s al-Shifa Hospital,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11769,694,15/11/2023,1763,15/11/2023,0.726417184,‘Terror’ amid Israel’s raid on Gaza’s al-Shifa Hospital,Bowen: Al-Shifa Hospital raid comes as tone shifts on Israel - BBC News,0
11775,694,15/11/2023,1770,14/11/2023,0.741490006,‘Terror’ amid Israel’s raid on Gaza’s al-Shifa Hospital,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
11813,696,15/11/2023,1757,16/11/2023,0.707634926,Israel’s raid on Gaza’s al-Shifa Hospital: Here’s what you need to know,BBC goes inside Al-Shifa hospital with the Israeli army - BBC News,0
11815,696,15/11/2023,1759,15/11/2023,0.967827857,Israel’s raid on Gaza’s al-Shifa Hospital: Here’s what you need to know,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,1
11819,696,15/11/2023,1763,15/11/2023,0.768452764,Israel’s raid on Gaza’s al-Shifa Hospital: Here’s what you need to know,Bowen: Al-Shifa Hospital raid comes as tone shifts on Israel - BBC News,0
11825,696,15/11/2023,1770,14/11/2023,0.753546715,Israel’s raid on Gaza’s al-Shifa Hospital: Here’s what you need to know,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
11832,696,15/11/2023,1787,15/11/2023,0.711998701,Israel’s raid on Gaza’s al-Shifa Hospital: Here’s what you need to know,Israeli soldiers inside Gaza's biggest hospital - BBC News,0
11865,698,15/11/2023,1759,15/11/2023,0.703179359,Analysis: Israel’s ‘war on hospitals’ vs Hamas military exaggerations,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11890,699,15/11/2023,1759,15/11/2023,0.842680335,Thousands trapped as Israeli forces raid Gaza’s al-Shifa Hospital,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
11900,699,15/11/2023,1770,14/11/2023,0.717899501,Thousands trapped as Israeli forces raid Gaza’s al-Shifa Hospital,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
11907,699,15/11/2023,1787,15/11/2023,0.733937919,Thousands trapped as Israeli forces raid Gaza’s al-Shifa Hospital,Israeli soldiers inside Gaza's biggest hospital - BBC News,0
12036,705,14/11/2023,1759,15/11/2023,0.750320554,Gaza’s al-Shifa Hospital forced to bury dead patients in ‘mass grave’,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
12053,705,14/11/2023,1777,13/11/2023,0.924760103,Gaza’s al-Shifa Hospital forced to bury dead patients in ‘mass grave’,Al-Shifa: WHO says Gaza hospital unable to bury dead bodies - BBC News,1
12232,712,14/11/2023,1759,15/11/2023,0.713016093,Israel’s attacks on hospitals ‘should be investigated as war crimes’: HRW,Al-Shifa: What we know about Israel's raid on Gaza's main hospital - BBC News,0
12405,719,13/11/2023,1770,14/11/2023,0.702695847,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
12412,719,13/11/2023,1777,13/11/2023,0.715321541,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,Al-Shifa: WHO says Gaza hospital unable to bury dead bodies - BBC News,0
12423,719,13/11/2023,1789,12/11/2023,0.724832952,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,Gaza hospital crippled as fighting rages nearby - BBC News,0
12445,721,13/11/2023,1770,14/11/2023,0.778875172,Death and disease as Israeli troops approach Gaza’s al-Shifa Hospital,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
12452,721,13/11/2023,1777,13/11/2023,0.815244794,Death and disease as Israeli troops approach Gaza’s al-Shifa Hospital,Al-Shifa: WHO says Gaza hospital unable to bury dead bodies - BBC News,0
12459,721,13/11/2023,1784,13/11/2023,0.738882184,Death and disease as Israeli troops approach Gaza’s al-Shifa Hospital,Israel's president denies it is striking Gaza's Al-Shifa hospital - BBC News,0
12574,727,13/11/2023,1779,13/11/2023,0.737983823,US carries out two more strikes on Iran-backed groups in Syria,US airstrikes target more Iran-backed bases in Syria - BBC News,1
12605,729,13/11/2023,1770,14/11/2023,0.713897347,Gaza’s two biggest hospitals cease operations as WHO warns of rising deaths,Israel-Gaza war: US says Hamas has command centre under Al-Shifa hospital - BBC News,0
12636,730,12/11/2023,1790,11/11/2023,0.7354092,Gaza’s al-Quds Hospital ceases operations amid Israeli attacks,World Health Organisation says Gaza's main hospital no longer functioning - BBC News,1
12639,730,12/11/2023,1793,11/11/2023,0.70951432,Gaza’s al-Quds Hospital ceases operations amid Israeli attacks,Israeli forces surround north Gaza hospitals - BBC News,0
12719,735,12/11/2023,1793,11/11/2023,0.704633951,How are Gaza casualty updates affected by Israeli attacks on hospitals?,Israeli forces surround north Gaza hospitals - BBC News,0
12764,738,12/11/2023,1790,11/11/2023,0.712032795,Indonesian staff at Gaza hospital ‘resigned to fate’ as Israelis close in,World Health Organisation says Gaza's main hospital no longer functioning - BBC News,0
12837,743,11/11/2023,1814,10/11/2023,0.788560629,‘We are minutes away from death’: Gaza’s al-Shifa Hospital under attack,"Israel-Gaza live news: Firing outside Gaza hospitals, with patients and staff trapped inside - BBC News",0
12883,747,11/11/2023,1791,11/11/2023,0.786092341,France’s Macron urges Israel to stop bombing and killing civilians in Gaza,Macron condemns rising antisemitism and Israeli bombing of civilians - BBC News,1
13033,754,10/11/2023,1790,11/11/2023,0.71483463,Health centres in north Gaza under siege in ‘day of war against hospitals’,World Health Organisation says Gaza's main hospital no longer functioning - BBC News,0
13036,754,10/11/2023,1793,11/11/2023,0.777534246,Health centres in north Gaza under siege in ‘day of war against hospitals’,Israeli forces surround north Gaza hospitals - BBC News,0
13057,754,10/11/2023,1814,10/11/2023,0.782711208,Health centres in north Gaza under siege in ‘day of war against hospitals’,"Israel-Gaza live news: Firing outside Gaza hospitals, with patients and staff trapped inside - BBC News",0
13083,756,10/11/2023,1790,11/11/2023,0.73157239,Which of Gaza’s hospitals is Israel threatening?,World Health Organisation says Gaza's main hospital no longer functioning - BBC News,0
13086,756,10/11/2023,1793,11/11/2023,0.791084468,Which of Gaza’s hospitals is Israel threatening?,Israeli forces surround north Gaza hospitals - BBC News,0
13107,756,10/11/2023,1814,10/11/2023,0.825832069,Which of Gaza’s hospitals is Israel threatening?,"Israel-Gaza live news: Firing outside Gaza hospitals, with patients and staff trapped inside - BBC News",0
13233,762,10/11/2023,1790,11/11/2023,0.792479396,"Israel strikes Gaza’s biggest hospital complex, health officials say",World Health Organisation says Gaza's main hospital no longer functioning - BBC News,0
13236,762,10/11/2023,1793,11/11/2023,0.726881981,"Israel strikes Gaza’s biggest hospital complex, health officials say",Israeli forces surround north Gaza hospitals - BBC News,0
13257,762,10/11/2023,1814,10/11/2023,0.769780338,"Israel strikes Gaza’s biggest hospital complex, health officials say","Israel-Gaza live news: Firing outside Gaza hospitals, with patients and staff trapped inside - BBC News",1
13290,764,09/11/2023,1794,10/11/2023,0.753585219,News outlets reject allegations of complicity in Hamas attack inside Israel,News outlets deny Israeli claim that freelance journalists knew of Hamas attack - BBC News,1
13361,766,09/11/2023,1801,09/11/2023,0.92044884,"Israel to begin daily four-hour ‘pauses’ in fighting in north Gaza, US says",US says Israel to begin daily four-hour military pauses in Gaza - BBC News,1
13394,767,09/11/2023,1802,09/11/2023,0.790878415,Deadly assault on Jenin refugee camp as Israel raids on West Bank intensify,Jenin raid: 14 Palestinians killed in clashes in West Bank city - BBC News,1
13921,783,08/11/2023,1809,09/11/2023,0.726405859,Thousands flee northern Gaza in ‘desperate journey’ during Israel war,Israel-Gaza war: Dead bodies and tanks on road south as people flee - BBC News,0
13947,783,08/11/2023,1836,08/11/2023,0.854961395,Thousands flee northern Gaza in ‘desperate journey’ during Israel war,Thousands more flee northern Gaza as Israeli forces push on Gaza City - BBC News,1
14213,791,08/11/2023,1822,08/11/2023,0.772846162,US House votes to censure Rashida Tlaib over Israel-Hamas war comments,Rashida Tlaib censured over Israel-Gaza comments - BBC News,1
14232,792,07/11/2023,1819,08/11/2023,0.824282229,US says does not support Israeli ‘reoccupation’ of Gaza after war,US warns Israel against reoccupying Gaza after war - BBC News,1
14620,803,07/11/2023,1833,07/11/2023,0.89547503,Netanyahu says Israel to manage Gaza’s security indefinitely after the war,Netanyahu says Israel will have security control over Gaza after war - BBC News,1
15032,816,06/11/2023,1847,06/11/2023,0.847874403,Israel arrests Palestinian activist Ahed Tamimi in occupied West Bank raids,Ahed Tamimi: Israeli forces arrest Palestinian activist in West Bank - BBC News,1
15372,828,05/11/2023,1856,04/11/2023,0.719173551,"Israel-Hamas war: Abbas meets Blinken, joins Arab leaders’ ceasefire call","Israel-Gaza war: Ceasefire would allow Hamas to regroup, says Blinken - BBC News",0
15377,828,05/11/2023,1861,04/11/2023,0.728856862,"Israel-Hamas war: Abbas meets Blinken, joins Arab leaders’ ceasefire call",Israel rebuffs Blinken's call for Gaza humanitarian pause - BBC News,0
15491,833,04/11/2023,1856,04/11/2023,0.700270772,Blinken reaffirms US support for ‘humanitarian pauses’ in Gaza,"Israel-Gaza war: Ceasefire would allow Hamas to regroup, says Blinken - BBC News",0
15496,833,04/11/2023,1861,04/11/2023,0.906738937,Blinken reaffirms US support for ‘humanitarian pauses’ in Gaza,Israel rebuffs Blinken's call for Gaza humanitarian pause - BBC News,0
15534,834,04/11/2023,1872,03/11/2023,0.768479049,‘Extremely challenging’: Israel’s Gaza ground assault faces stumbles,Bowen: Five new realities after four weeks of Israel-Gaza war - BBC News,0
15712,841,04/11/2023,1861,04/11/2023,0.86552453,What’s behind Antony Blinken’s call for ‘humanitarian pauses’ in Gaza?,Israel rebuffs Blinken's call for Gaza humanitarian pause - BBC News,0
15762,843,03/11/2023,1862,03/11/2023,0.749074638,Relief in Lebanon as Hezbollah’s Nasrallah holds off on wider Israel war,Hezbollah steps back from all-out war on Israel over Gaza - for now - BBC News,1
15769,843,03/11/2023,1869,03/11/2023,0.731517375,Relief in Lebanon as Hezbollah’s Nasrallah holds off on wider Israel war,What is Hezbollah in Lebanon and will it go to war with Israel? - BBC News,0
15799,844,03/11/2023,1870,03/11/2023,0.829338312,Hezbollah’s Hassan Nasrallah speech on Israel-Hamas war: Key takeaways,Hezbollah chief Hassan Nasrallah makes first speech on Israel-Gaza war - BBC News,1
15830,845,03/11/2023,1872,03/11/2023,0.724671662,"Analysis: Israel’s Gaza bombing campaign is proving costly, for Israel",Bowen: Five new realities after four weeks of Israel-Gaza war - BBC News,0
15855,846,03/11/2023,1868,03/11/2023,0.701454043,"‘Arrested, tortured and insulted’, say workers returned to Gaza by Israel",Palestinian workers return to Gaza after expulsion from Israel - BBC News,1
15903,848,03/11/2023,1858,04/11/2023,0.787945032,"Israeli air strike on ambulances kills 15, injures 60, Gaza officials say",Red Crescent says 15 killed in strike on Gaza ambulance outside Al-Shifa hospital - BBC News,1
15944,849,03/11/2023,1870,03/11/2023,0.723488808,‘All scenarios open’: Hezbollah chief in first speech since Israel-Gaza war,Hezbollah chief Hassan Nasrallah makes first speech on Israel-Gaza war - BBC News,1
16248,859,03/11/2023,1893,02/11/2023,0.715855479,"Israel’s military says Gaza City surrounded, rejects ceasefire calls",Israeli military says its troops have completed encirclement of Gaza City - BBC News,1
16533,868,02/11/2023,1891,01/11/2023,0.747786462,Israel’s army meets fierce resistance ‘at the gates of Gaza City’,"Israel-Gaza war: 'Dialogue is not easy, but we can't shut the door' - BBC News",0
16650,872,02/11/2023,1880,02/11/2023,0.858445287,Biden calls for ‘pause’ in Israel’s war in Gaza for the first time,US President Joe Biden calls for 'pause' in Israel-Gaza conflict - BBC News,1
16661,872,02/11/2023,1891,01/11/2023,0.71378088,Biden calls for ‘pause’ in Israel’s war in Gaza for the first time,"Israel-Gaza war: 'Dialogue is not easy, but we can't shut the door' - BBC News",0
16960,881,01/11/2023,1885,01/11/2023,0.723072648,"Israel-Hamas war: With the Rafah border crossing open, who’s exiting Gaza?",Rafah crossing: First Britons leave Gaza but others face nervous wait - BBC News,0
16963,881,01/11/2023,1888,01/11/2023,0.73787868,"Israel-Hamas war: With the Rafah border crossing open, who’s exiting Gaza?",What is the Rafah crossing and why is it Gaza's lifeline? - BBC News,0
17082,884,01/11/2023,1896,31/10/2023,0.734037757,Israel’s deadly attack on the Jabalia refugee camp: What we know so far,Jabalia: Israel air strike reportedly kills dozens at Gaza refugee camp - BBC News,0
17291,890,01/11/2023,1883,02/11/2023,0.732831717,Rafah crossing linking war-torn Gaza to Egypt opens,Egypt opens Gaza border crossing to evacuate injured and foreign nationals - BBC News,0
17296,890,01/11/2023,1888,01/11/2023,0.757798314,Rafah crossing linking war-torn Gaza to Egypt opens,What is the Rafah crossing and why is it Gaza's lifeline? - BBC News,0
17578,898,31/10/2023,1896,31/10/2023,0.914146483,Dozens killed in Israeli air attack on Jabalia refugee camp: Gaza official,Jabalia: Israel air strike reportedly kills dozens at Gaza refugee camp - BBC News,0
17602,898,31/10/2023,1920,31/10/2023,0.818375468,Dozens killed in Israeli air attack on Jabalia refugee camp: Gaza official,Dozens reported killed in Gaza refugee camp blast - BBC News,1
17829,905,30/10/2023,1911,31/10/2023,0.724454403,Bernie Sanders’s failure to back Israel-Gaza ceasefire upsets US followers,Israel Gaza: US rejects calls for ceasefire - BBC News,0
17984,910,30/10/2023,1916,30/10/2023,0.778105855,Hamas releases video of three Gaza hostages addressing Netanyahu,Israel's Netanyahu condemns 'cruel' Hamas video of Israeli hostages - BBC News,0
18076,913,30/10/2023,1918,30/10/2023,0.839599311,"Israel says German-Israeli woman Shani Louk, taken by Hamas, is dead","Shani Louk: Woman missing after Hamas attack is dead, says mother - BBC News",1
18255,919,30/10/2023,1917,30/10/2023,0.71242094,Russia’s Dagestan airport closed after anti-Israel protests: What to know,Dagestan: Mob storms Russian airport in search of Jews - BBC News,1
18313,921,30/10/2023,1915,30/10/2023,0.739545345,Heavy clashes as Israeli tanks briefly reach Gaza City outskirts,Tank seen on key Gaza road as Israeli forces push deeper into north - BBC News,1
18558,931,29/10/2023,1926,28/10/2023,0.737334371,Joy and horror as communications come back on in the Gaza Strip,The messages of fear that trickled out while Gaza was disconnected - BBC News,1
18619,934,29/10/2023,1921,29/10/2023,0.744338274,"Palestinians break into Gaza UN aid warehouses as toll tops 8,000",UN: Thousands in Gaza break into warehouses in search of aid - BBC News,1
18724,939,28/10/2023,1926,28/10/2023,0.77486366,‘I am scared’: Bombing of Gaza sparks fears in southern Israel,The messages of fear that trickled out while Gaza was disconnected - BBC News,0
18824,944,28/10/2023,1926,28/10/2023,0.713265121,Gaza’s communications blackout raises concerns of Israeli war crimes,The messages of fear that trickled out while Gaza was disconnected - BBC News,0
18831,944,28/10/2023,1933,28/10/2023,0.750409603,Gaza’s communications blackout raises concerns of Israeli war crimes,People in Gaza uncontactable and all communication down as Israel intensifies bombing - BBC News,0
18851,945,28/10/2023,1933,28/10/2023,0.708997965,Israel’s war on Gaza in 10 explainers,People in Gaza uncontactable and all communication down as Israel intensifies bombing - BBC News,0
18889,947,27/10/2023,1935,27/10/2023,0.727832496,UNGA calls for humanitarian truce in Israel-Gaza war: How countries voted,Israel angrily dismisses UN truce resolution on Gaza - BBC News,0
18992,951,27/10/2023,1933,28/10/2023,0.717966855,Israel intensifies Gaza bombardment as internet and phone services go down,People in Gaza uncontactable and all communication down as Israel intensifies bombing - BBC News,1
19188,958,27/10/2023,1948,26/10/2023,0.709906816,Israel conducts second ground raid into northern Gaza with air support,'Reconnaissance by fire' - What Israel's Gaza raid tells us - BBC News,0
19406,967,26/10/2023,1936,27/10/2023,0.70527792,Analysis: What does Israel’s Gaza incursion propaganda video reveal?,Gaza before and after: Satellite images show destruction - BBC News,0
19446,968,26/10/2023,1947,26/10/2023,0.772566199,Arab world condemns Al Jazeera journalist’s family killing in Israeli raid,Wael Al-Dahdouh: Al Jazeera reporter's family killed in Gaza strike - BBC News,0
19482,969,26/10/2023,1954,25/10/2023,0.709446073,"Middle East Roundup: In Gaza, mourning is a luxury",Humanity blasted and broken: Gaza through a medic's eyes - BBC News,0
