Timestamp,text,location,press,custom_id,label,cause,effect,iob2
2023/11/29,Jailed without charge: How Israel holds thousands of Palestinian prisoners,Palestine,Al Jazeera,535,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/29,"‘Save what remains of Gaza’, hospital director says after Israel bombing",Palestine,Al Jazeera,536,1,Israel bombing,need to save what remains of Gaza,"['I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O', 'B-CAUSE', 'I-CAUSE']"
2023/11/29,Intensive talks under way to extend Israel-Hamas truce as deadline looms,Palestine,Al Jazeera,537,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/29,Pro-Palestine Facebook post sparks CIA warning,Palestine,Al Jazeera,538,1,Pro-Palestine Facebook post,CIA warning,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT']"
2023/11/29,Hamas invites Elon Musk to Gaza to witness ‘massacres and destruction’,Palestine,Al Jazeera,539,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/29,Israel-Hamas truce: How much aid has entered Gaza?,Palestine,Al Jazeera,540,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/29,"Israel-Hamas war: List of key events, day 54",Palestine,Al Jazeera,541,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/28,"Group stages ‘die-ins’ across Washington, DC to raise awareness for Gaza",Palestine,Al Jazeera,542,1,raise awareness for Gaza,"Group stages ‘die-ins’ across Washington, DC","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/28,Hamas releases 12 more captives as truce with Israel holds for fifth day,Palestine,Al Jazeera,543,1,truce with Israel holds for fifth day,Hamas releases 12 more captives,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/28,"CIA, Mossad chiefs meet in Qatar as Israel-Hamas truce is extended",Palestine,Al Jazeera,544,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/28,Israel arrests almost as many Palestinians as it has released during truce,Palestine,Al Jazeera,545,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/28,"Elon Musk’s Israel trip: What was the purpose, what did he tell Netanyahu?",Palestine,Al Jazeera,546,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/28,"Disease could kill more in Gaza than bombs, WHO says amid Israeli siege",Palestine,Al Jazeera,547,1,Disease,kill more in Gaza than bombs,"['B-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/28,What do we know about the Israel-Hamas truce extension?,Palestine,Al Jazeera,548,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/28,Gaza truce appears set to extend as Israel receives new list of captives,Palestine,Al Jazeera,549,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,US rights advocates launch hunger strike for Israel-Hamas ceasefire,Palestine,Al Jazeera,550,1,US rights advocates launch hunger strike,Israel-Hamas ceasefire,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/27,"Hamas releases 11 more captives from Gaza, Israeli army says",Palestine,Al Jazeera,551,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,"Israel and Hamas agree to extend truce by two days, Qatar says",Palestine,Al Jazeera,552,1,Israel and Hamas agree to extend truce,truce extended by two days,"['I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-CAUSE', 'I-CAUSE', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,Elon Musk meets Netanyahu during Israel visit,Palestine,Al Jazeera,553,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,Diplomatic dash as end of Israel-Gaza truce looms,Palestine,Al Jazeera,554,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,Israel-Palestine conflict: A brief history in maps and charts,Palestine,Al Jazeera,555,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,"Analysis: Less than a day left on the Gaza pause, what are the prospects?",Palestine,Al Jazeera,556,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,US Navy thwarts seizure of Israel-linked cargo ship,Palestine,Al Jazeera,557,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/27,‘Devastating’: Volunteer recalls last hours at besieged Indonesian Hospital,Palestine,Al Jazeera,558,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/26,More Palestinian prisoners freed as Israel-Hamas truce holds into third day,Palestine,Al Jazeera,559,1,Israel-Hamas truce holds into third day,More Palestinian prisoners freed,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/26,"Three Palestinian students shot in Vermont, US amid Israel-Hamas truce",Palestine,Al Jazeera,560,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/26,"Repressions grow in Algeria, is freedom of speech in danger?",Palestine,Al Jazeera,561,1,Repressions grow in Algeria,freedom of speech in danger,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O']"
2023/11/26,Biden seeks to expand Israeli access to US weapons stockpile,Palestine,Al Jazeera,562,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/26,Israeli forces carry out deadly raids in the West Bank amid Gaza truce,Palestine,Al Jazeera,563,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/25,"Hamas releases 13 Israeli, four Thai captives after hours-long delay",Palestine,Al Jazeera,564,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/25,Tens of thousands rally in Tel Aviv amid delay in release of Hamas captives,Palestine,Al Jazeera,565,1,delay in release of Hamas captives,Tens of thousands rally in Tel Aviv,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/25,UN peacekeepers in Lebanon say patrol hit by Israeli fire,Palestine,Al Jazeera,566,1,Israeli fire,UN peacekeepers in Lebanon patrol hit,"['I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'B-CAUSE', 'I-CAUSE']"
2023/11/25,Palestinians stock up on essentials amid surge in Gaza food prices,Palestine,Al Jazeera,567,1,surge in Gaza food prices,Palestinians stock up on essentials,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/25,"Gaza’s Indonesian Hospital in ruins after Israeli raid, days-long siege",Palestine,Al Jazeera,568,1,"Israeli raid, days-long siege",Gaza’s Indonesian Hospital in ruins,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/25,‘Nothing standing’: Palestinians return to find Gaza homes destroyed,Palestine,Al Jazeera,569,1,Gaza homes destroyed,Palestinians return to find nothing standing,"['I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/25,Israeli-owned ship targeted in suspected drone attack: Reports,Palestine,Al Jazeera,570,1,suspected drone attack,Israeli-owned ship targeted,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'O']"
2023/11/25,US President Biden says ‘chances are real’ for extending Israel-Gaza truce,Palestine,Al Jazeera,571,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/25,"Gaza truce holds into second day, more captives to be released",Palestine,Al Jazeera,572,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/25,Family celebrates return of freed Palestinian prisoner Marah Bakeer,Palestine,Al Jazeera,573,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/25,"WHO concerned about al-Shifa chief detained by Israel, remaining patients",Palestine,Al Jazeera,574,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/24,Israel releases Palestinian women and children prisoners under Hamas deal,Palestine,Al Jazeera,575,1,Hamas deal,Israel releases Palestinian women and children prisoners,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']"
2023/11/24,Israel-Hamas four-day truce starts: How day one unfolded,Palestine,Al Jazeera,576,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/24,"Hamas frees 10 Thai citizens, one Filipino under separate deal: Qatar",Palestine,Al Jazeera,577,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/24,Who are the Palestinian prisoners Israel released on Friday?,Palestine,Al Jazeera,578,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/24,Hamas releases 24 captives from Gaza as Israel truce comes into effect,Palestine,Al Jazeera,579,1,Israel truce comes into effect,Hamas releases 24 captives from Gaza,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/24,Hamas releases 24 captives amid Israel truce: Here’s what’s to know,Palestine,Al Jazeera,580,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/24,Egypt’s el-Sisi says future Palestinian state could be ‘demilitarised’,Palestine,Al Jazeera,581,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/24,"Amid Gaza war, activists in Argentina aim to expel Israeli water company",Palestine,Al Jazeera,582,1,Gaza war,activists in Argentina aim to expel Israeli water company,"['O', 'B-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/24,UN agencies hope truce will allow aid into northern Gaza,Palestine,Al Jazeera,583,1,truce,allow aid into northern Gaza,"['O', 'O', 'O', 'B-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/24,‘The war is not over’: Israel blocks Palestinians’ return to northern Gaza,Palestine,Al Jazeera,584,1,Israel blocks Palestinians’ return to northern Gaza,The war is not over,"['O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/24,‘Relief’ in war-torn Gaza as truce takes effect in Israel-Hamas war,Palestine,Al Jazeera,585,1,truce takes effect in Israel-Hamas war,‘Relief’ in war-torn Gaza,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/24,Analysis: How to enforce the Israel-Hamas truce,Palestine,Al Jazeera,586,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,Hamas says 30 killed in Israeli attack on UN school ahead of Gaza truce,Palestine,Al Jazeera,587,1,Israeli attack on UN school,30 killed,"['O', 'O', 'B-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'O', 'O', 'O']"
2023/11/23,What are the details of the truce between Israel and Hamas?,Palestine,Al Jazeera,588,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,Spanish PM proposes talks on the establishment of a Palestinian state,Palestine,Al Jazeera,589,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,"Uncertainty, hope for Palestinian, Israeli families before Gaza truce",Palestine,Al Jazeera,590,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,"Israel-Hamas truce, captive release to begin on Friday, Qatar says",Palestine,Al Jazeera,591,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,"Middle East Roundup: Nervous anticipation for truce, exchange of captives",Palestine,Al Jazeera,592,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,Israel-Hamas deal: What makes a truce lead to lasting peace?,Palestine,Al Jazeera,593,1,a truce,lasting peace,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CAUSE', 'I-CAUSE', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'O']"
2023/11/23,Iran’s top diplomat discusses Israel’s war in Gaza with Hezbollah leader,Palestine,Al Jazeera,594,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,What’s behind the Arab-Islamic ministerial tour of UNSC states?,Palestine,Al Jazeera,595,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,US warship cruising Red Sea shoots down attack drones fired from Yemen,Palestine,Al Jazeera,596,1,attack drones fired from Yemen,US warship cruising Red Sea shoots down attack drones,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/23,Ex-Obama adviser Stuart Seldowitz arrested after Islamophobic rant,Palestine,Al Jazeera,597,1,Islamophobic rant,Ex-Obama adviser Stuart Seldowitz arrested,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']"
2023/11/23,"Israeli army arrests al-Shifa Hospital director, other doctors in Gaza",Palestine,Al Jazeera,598,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,"Israel says truce, captives release will not start ‘before Friday’",Palestine,Al Jazeera,599,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/23,‘Important but not enough’: What does Israel-Hamas deal mean for US policy?,Palestine,Al Jazeera,600,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,Dozens from same family killed in Gaza as Israel continues bombardment,Palestine,Al Jazeera,601,1,Israel continues bombardment,Dozens from same family killed in Gaza,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/22,"Hamas deal divides Israel politicians, seen as ‘great harm’, ‘painful’",Palestine,Al Jazeera,602,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,"Switzerland moves to ban Hamas, backs Israel’s ‘right to self-defence’",Palestine,Al Jazeera,603,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,"Anxious, optimistic: Families of female Palestinian prisoners await release",Palestine,Al Jazeera,604,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,Behind the scenes: How the Israel-Hamas truce deal came together,Palestine,Al Jazeera,605,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,"Israel-Hamas deal: Which captives, Palestinian prisoners could be freed?",Palestine,Al Jazeera,606,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,Iraq slams US strikes that killed eight pro-Iran fighters,Palestine,Al Jazeera,607,1,US strikes,killed eight pro-Iran fighters,"['O', 'O', 'B-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/22,"Diaspora Palestinians in Greece fear for relatives in Gaza, long for peace",Palestine,Al Jazeera,608,1,Diaspora Palestinians in Greece fear for relatives in Gaza,long for peace,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/22,Analysis: A pause in fighting – what’s in it for Hamas?,Palestine,Al Jazeera,609,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,Ex-Obama adviser says more Palestinian kids should die in Islamophobic rant,Palestine,Al Jazeera,610,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,EU to boost Gaza aid amid Israel-Hamas truce,Palestine,Al Jazeera,611,1,Israel-Hamas truce,EU to boost Gaza aid,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/22,"Gaza truce deal: What have Hamas, Israel and Qatar said?",Palestine,Al Jazeera,612,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,Israel-Hamas truce deal: All that you need to know,Palestine,Al Jazeera,613,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,World reactions to Israel-Hamas truce,Palestine,Al Jazeera,614,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/22,"Israel, Hamas agree to truce, paving way for some captives’ release",Palestine,Al Jazeera,615,1,"Israel, Hamas agree to truce",paving way for some captives’ release,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/21,"Palestinians, supporters fly flag in emotional World Cup qualifier",Palestine,Al Jazeera,616,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/21,US considers redesignating Houthis as ‘terror’ group after ship seizure,Palestine,Al Jazeera,617,1,ship seizure,US considers redesignating Houthis as ‘terror’ group,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']"
2023/11/21,"South Africa lawmakers vote to suspend Israel ties, close embassy",Palestine,Al Jazeera,618,1,South Africa lawmakers vote,"suspend Israel ties, close embassy","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/21,Hospitals in northern Gaza completely out of service: Health official,Palestine,Al Jazeera,619,1,Hospitals in northern Gaza completely out of service,Health official,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT']"
2023/11/21,Have the US and Israel agreed on Gaza’s future?,Palestine,Al Jazeera,620,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/21,Israeli strike kills three journalists near Lebanon border,Palestine,Al Jazeera,621,1,Israeli strike,kills three journalists near Lebanon border,"['B-CAUSE', 'I-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/21,"Hamas, Israel leaders suggest deal is ‘close’ on captives, Gaza truce",Palestine,Al Jazeera,622,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/21,Analysis: How Israel could gain from a pause in the Gaza war,Palestine,Al Jazeera,623,1,a pause in the Gaza war,Israel could gain,"['O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/21,Keeping Gaza online: Telecom heroes risk life and limb under Israel’s bombs,Palestine,Al Jazeera,624,1,Israel’s bombs,Telecom heroes risk life and limb,"['O', 'O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE']"
2023/11/21,"Why Singapore is ‘friend of all, enemy of none’ in Israel-Gaza war",Palestine,Al Jazeera,625,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,Group of 28 premature Gaza babies evacuated to Egypt amid Israeli attacks,Palestine,Al Jazeera,626,1,Israeli attacks,Group of 28 premature Gaza babies evacuated to Egypt,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']"
2023/11/20,"Analysis: Can the US, Israel stop Yemen’s Houthis from seizing more ships?",Palestine,Al Jazeera,627,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,What Israel’s video of ‘Hamas tunnel’ under al-Shifa tells us,Palestine,Al Jazeera,628,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,Israel targets Gaza’s Indonesian Hospital: Here is what’s to know,Palestine,Al Jazeera,629,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,Families of Gaza captives reject talk of death penalty for Hamas detainees,Palestine,Al Jazeera,630,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,"In Brazil’s favelas, activists find common ground with Palestinians in Gaza",Palestine,Al Jazeera,631,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,Amid Israel’s attacks Gaza’s traumatised children need psychological aid,Palestine,Al Jazeera,632,1,Israel’s attacks,Gaza’s traumatised children need psychological aid,"['O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']"
2023/11/20,Russian diplomacy leverages Israel-Hamas war for moral high ground,Palestine,Al Jazeera,633,1,Israel-Hamas war,Russian diplomacy leverages for moral high ground,"['I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O']"
2023/11/20,Israeli tanks besiege Gaza’s Indonesian Hospital,Palestine,Al Jazeera,634,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2023/11/20,Japan seeking talks with Houthi hijackers of Red Sea Israeli-linked ship,Palestine,Al Jazeera,635,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
