Column1,aj_id,aj_date,bbc_id,bbc_date,cosine_similarity,aj_title,bbc_title,match
8226,3713,6/11/23,2726,6/11/23,0.75025177,Zelenskyy says counteroffensive actions under way against Russia,"Ukraine counter-offensive actions have begun, Zelensky says - BBC News",1
8247,3715,6/10/23,2730,6/9/23,0.71441555,Putin claims Russian forces halting Ukrainian counteroffensive,Ukraine's counter-offensive against Russia under way - BBC News,1
8296,3719,6/9/23,2729,6/9/23,0.789615154,"In Russia-occupied Kherson, flood aid slow to come: Residents",Ukraine dam: The friends who escaped Russian occupation in Kherson floods - BBC News,0
8312,3720,6/9/23,2730,6/9/23,0.870085299,Ukraine counteroffensive against Russia under way: think tank,Ukraine's counter-offensive against Russia under way - BBC News,0
8434,3727,6/7/23,2739,6/8/23,0.802923083,‘It’s a nightmare’: Ukrainians decry the Kakhovka dam blast,Ukraine dam: What we know about Nova Kakhovka incident - BBC News,0
8453,3728,6/7/23,2739,6/8/23,0.748489678,Nova Kakhovka dam blast: Is Russia trying to freeze the war?,Ukraine dam: What we know about Nova Kakhovka incident - BBC News,0
8547,3733,6/6/23,2745,6/7/23,0.937939763,Hundreds flee floods in Ukraine after Nova Kakhovka dam breached,Ukraine dam: Thousands flee floods after dam collapse near Nova Kakhovka - BBC News,1
8553,3733,6/6/23,2751,6/7/23,0.731976271,Hundreds flee floods in Ukraine after Nova Kakhovka dam breached,"Ukraine war: Twenty-nine communities flooded after dam breach, says official - BBC News",0
8566,3734,6/6/23,2745,6/7/23,0.750604331,All to know about Ukraine’s Nova Kakhovka dam explosion,Ukraine dam: Thousands flee floods after dam collapse near Nova Kakhovka - BBC News,0
8589,3735,6/6/23,2749,6/6/23,0.716320813,‘Wild fantasies’: Wagner boss tears into Russian success claims,Ukraine war: Wagner boss rubbishes Russian claims of Ukrainian casualties - BBC News,0
8672,3739,6/6/23,2756,6/5/23,0.72418201,"Russia-Ukraine war: List of key events, day 468",Ukraine war: Russia says it thwarted major Ukrainian offensive - BBC News,0
8705,3741,6/5/23,2756,6/5/23,0.816729069,Russia claims to have thwarted ‘large-scale’ Ukraine attack,Ukraine war: Russia says it thwarted major Ukrainian offensive - BBC News,1
8723,3742,6/5/23,2756,6/5/23,0.713935733,"Russia-Ukraine war: List of key events, day 467",Ukraine war: Russia says it thwarted major Ukrainian offensive - BBC News,0
8745,3744,6/4/23,2756,6/5/23,0.711257696,"Russia-Ukraine war: List of key events, day 466",Ukraine war: Russia says it thwarted major Ukrainian offensive - BBC News,0
8764,3745,6/4/23,2763,6/4/23,0.804842234,"Russian attack wounds 20, including children in Ukraine’s Dnipro","Ukraine war: Girl, 2, killed and many injured in Dnipro after Russian strike - BBC News",1
8810,3750,6/2/23,2771,6/1/23,0.740285397,"Russia thwarts more Belgorod attacks, blames Ukraine",Belgorod: Russia blames Ukraine for shelling inside border - BBC News,0
8880,3757,6/1/23,2773,6/1/23,0.717186093,"Mother, daughter among 3 killed in Russian missile attack on Kyiv",Ukraine war: Three killed in overnight missile attack on Kyiv - BBC News,1
8960,3766,5/30/23,2775,5/31/23,0.737334967,"After drone attack, fears, anger and a sense of calm in Moscow",Moscow drone attack: What we know about the strikes - BBC News,0
8962,3766,5/30/23,2777,5/30/23,0.706324518,"After drone attack, fears, anger and a sense of calm in Moscow",Moscow drone attack: Putin says Ukraine trying to frighten Russians - BBC News,0
8976,3768,5/30/23,2775,5/31/23,0.824741006,"Drone attacks hit Moscow, sparking fury at the Kremlin",Moscow drone attack: What we know about the strikes - BBC News,0
8979,3768,5/30/23,2778,5/30/23,0.740908623,"Drone attacks hit Moscow, sparking fury at the Kremlin",Ukraine war: Moscow drone attacks targeted civilians - Putin - BBC News,0
8996,3770,5/30/23,2779,5/30/23,0.738039136,"Kyiv fends off latest Russian air attack, Zelenskyy lauds defence",Ukraine war: Russian air strikes target Kyiv for third night running - BBC News,0
9057,3777,5/28/23,2784,5/28/23,0.740284562,Russia unleashes ‘massive’ air raids on Ukraine’s Kyiv,Ukraine war: Kyiv hit by new massive Russian drone attack - BBC News,1
9208,3793,5/24/23,2792,5/25/23,0.726491988,Ukraine and Russia trade places in battle for Bakhmut,Ukraine war: Wagner says Bakhmut transfer to Russian army under way - BBC News,1
9285,3798,5/24/23,2804,5/23/23,0.708702266,"Russia-Ukraine war: List of key events, day 455",Ukraine war: Russia battles armed group in border region - BBC News,0
9293,3799,5/24/23,2799,5/23/23,0.77160722,Russia claims 70 attackers killed in cross-border Belgorod raid,Belgorod raid: Insurgents defeated after rare cross-border incursion - Russia - BBC News,0
9296,3799,5/24/23,2802,5/23/23,0.723848462,Russia claims 70 attackers killed in cross-border Belgorod raid,Belgorod raid: Who are the fighters infiltrating Russia from Ukraine? - BBC News,0
9319,3801,5/23/23,2802,5/23/23,0.721351147,Attacks in Russia’s Belgorod: What we know so far,Belgorod raid: Who are the fighters infiltrating Russia from Ukraine? - BBC News,0
9391,3806,5/23/23,2804,5/23/23,0.722449243,"Russia-Ukraine war: List of key events, day 454",Ukraine war: Russia battles armed group in border region - BBC News,0
9403,3807,5/23/23,2802,5/23/23,0.757728279,Russian ‘clean up’ operation after raid on Belgorod from Ukraine,Belgorod raid: Who are the fighters infiltrating Russia from Ukraine? - BBC News,0
9439,3810,5/22/23,2804,5/23/23,0.715287745,"Russia-Ukraine war: List of key events, day 453",Ukraine war: Russia battles armed group in border region - BBC News,0
9470,3813,5/21/23,2805,5/22/23,0.715107203,Why is Bakhmut important in the Russia-Ukraine war?,Ukraine war: Wagner chief vows to hand Bakhmut to Russian army by June - BBC News,0
9471,3813,5/21/23,2806,5/22/23,0.768156111,Why is Bakhmut important in the Russia-Ukraine war?,"Ukraine war: Bakhmut 'not occupied' by Russia, says defiant Zelensky - BBC News",0
9492,3814,5/21/23,2815,5/20/23,0.807792783,Zelenskyy calls on G7 to ensure Russia is ‘last aggressor’,G7 summit: Russia warns of 'colossal risk' over jets as Zelensky attends G7 - BBC News,1
9496,3815,5/21/23,2807,5/22/23,0.85304141,Tens of thousands rally in Moldova for EU membership,"Thousands mass for pro-EU rally in Moldovan capital, amid tensions with Russia - BBC News",1
9507,3816,5/21/23,2806,5/22/23,0.851565421,Russians ‘destroyed everything’ in Bakhmut: Ukraine’s Zelenskyy,"Ukraine war: Bakhmut 'not occupied' by Russia, says defiant Zelensky - BBC News",0
9518,3817,5/21/23,2805,5/22/23,0.769758582,"Putin congratulates Russia troops, Wagner for ‘capturing Bakhmut’",Ukraine war: Wagner chief vows to hand Bakhmut to Russian army by June - BBC News,0
9542,3819,5/20/23,2809,5/21/23,0.809177518,Kyiv says Bakhmut situation ‘critical’ as Wagner claims control,Ukraine war: Kyiv rejects Wagner claim over Bakhmut - BBC News,0
9571,3821,5/20/23,2814,5/20/23,0.767466247,Russia: Giving F-16 fighter jets to Ukraine a ‘colossal risk’,Jets to Ukraine: Crucial questions over supplying F-16s to Kyiv - BBC News,1
9579,3822,5/20/23,2810,5/20/23,0.749468088,ICC war crimes prosecutor ‘wanted’ in Russia over Putin warrant,Ukraine war: ICC 'undeterred' by arrest warrant for chief prosecutor - BBC News,1
9633,3826,5/19/23,2818,5/19/23,0.733904302,G7 tightens sanctions over Russia’s war on Ukraine,"G7: New sanctions will make sure Russia pays a price, Sunak says - BBC News",1
9658,3828,5/19/23,2815,5/20/23,0.773794293,Ukraine’s Zelenskyy to attend G7 as leaders up pressure on Russia,G7 summit: Russia warns of 'colossal risk' over jets as Zelensky attends G7 - BBC News,0
9741,3835,5/18/23,2818,5/19/23,0.745992362,G7 weighs new sanctions on Russia to end Ukraine war,"G7: New sanctions will make sure Russia pays a price, Sunak says - BBC News",0
9795,3840,5/17/23,2826,5/17/23,0.772870183,Russia agrees to renew Ukraine Black Sea grain deal for 60 days,Ukraine conflict: Black Sea grain deal extended for two months - BBC News,1
